date,min_level,avg_level,max_level
2022-05-20,0.437,0.460,0.494
2022-05-21,0.459,0.480,0.505
2022-05-22,0.405,0.419,0.433
2022-05-23,0.000,0.397,0.407
2022-05-24,0.362,0.368,0.379
2022-05-25,0.383,0.409,0.436
2022-05-26,0.000,0.300,0.460
2022-05-27,0.377,0.396,0.420
2022-05-28,0.326,0.344,0.355
2022-05-29,0.307,0.313,0.320
2022-05-30,0.292,0.293,0.297
2022-05-31,0.290,0.294,0.312
2022-06-01,0.305,0.312,0.321
2022-06-02,0.278,0.281,0.288
2022-06-03,0.270,0.273,0.277
2022-06-04,0.261,0.263,0.265
2022-06-05,0.249,0.251,0.255
2022-06-06,0.000,0.237,0.246
2022-06-07,0.236,0.237,0.239
2022-06-08,0.235,0.247,0.288
2022-06-09,0.312,0.396,0.461
2022-06-10,0.357,0.378,0.407
2022-06-11,0.375,0.399,0.422
2022-06-12,0.347,0.356,0.366
2022-06-13,0.328,0.336,0.345
2022-06-14,0.300,0.305,0.313
2022-06-15,0.279,0.285,0.290
2022-06-16,0.266,0.268,0.271
2022-06-17,0.000,0.527,0.956
2022-06-18,0.434,0.496,0.579
2022-06-19,0.344,0.359,0.378
2022-06-20,0.303,0.313,0.323
2022-06-21,0.290,0.293,0.304
2022-06-22,0.293,0.300,0.307
2022-06-23,0.279,0.283,0.288
2022-06-24,0.266,0.268,0.271
2022-06-25,0.264,0.280,0.298
2022-06-26,0.280,0.323,0.554
2022-06-27,0.581,0.668,0.738
2022-06-28,0.504,0.999,1.606
2022-06-29,0.000,0.501,0.943
2022-06-30,0.457,0.500,0.562
2022-07-01,0.398,0.426,0.464
2022-07-02,0.366,0.373,0.377
2022-07-03,0.351,0.354,0.355
2022-07-04,0.342,0.344,0.348
2022-07-05,0.333,0.340,0.343
2022-07-06,0.323,0.430,0.472
2022-07-07,0.431,0.477,0.529
2022-07-08,0.379,0.387,0.423
2022-07-09,0.456,0.495,0.513
2022-07-10,0.366,0.383,0.401
2022-07-11,0.328,0.334,0.344
2022-07-12,0.313,0.315,0.324
2022-07-13,0.321,0.331,0.344
2022-07-14,0.301,0.305,0.311
2022-07-15,0.302,0.393,0.508
2022-07-16,0.373,0.389,0.410
2022-07-17,0.315,0.322,0.332
2022-07-18,0.296,0.299,0.302
2022-07-19,0.271,0.276,0.281
2022-07-20,0.263,0.265,0.266
2022-07-21,0.256,0.257,0.258
2022-07-22,0.248,0.250,0.253
2022-07-23,0.247,0.249,0.257
2022-07-24,0.499,0.739,0.844
2022-07-25,0.000,0.447,0.766
2022-07-26,0.385,0.417,0.455
2022-07-27,0.324,0.335,0.348
2022-07-28,0.295,0.301,0.309
2022-07-29,0.279,0.283,0.287
2022-07-30,0.277,0.311,0.380
2022-07-31,0.000,0.334,0.360
2022-08-01,0.288,0.292,0.298
2022-08-02,0.332,0.349,0.356
2022-08-03,0.325,0.362,0.388
2022-08-04,0.372,0.395,0.415
2022-08-05,0.368,0.386,0.399
2022-08-06,0.320,0.331,0.346
2022-08-07,0.300,0.304,0.316
2022-08-08,0.314,0.325,0.335
2022-08-09,0.285,0.291,0.298
2022-08-10,0.269,0.271,0.276
2022-08-11,0.256,0.257,0.260
2022-08-12,0.246,0.248,0.249
2022-08-13,0.238,0.240,0.241
2022-08-14,0.230,0.232,0.235
2022-08-15,0.237,0.244,0.247
2022-08-16,0.237,0.238,0.241
2022-08-17,0.234,0.235,0.235
2022-08-18,0.228,0.230,0.230
2022-08-19,0.265,0.280,0.295
2022-08-20,0.248,0.264,0.303
2022-08-21,0.269,0.274,0.284
2022-08-22,0.256,0.259,0.263
2022-08-23,0.262,0.263,0.263
2022-08-24,0.257,0.274,0.298
2022-08-25,0.263,0.273,0.283
2022-08-26,0.249,0.252,0.256
2022-08-27,0.248,0.249,0.249
2022-08-28,0.238,0.240,0.243
2022-08-29,0.231,0.233,0.236
2022-08-30,0.227,0.227,0.228
2022-08-31,0.000,0.172,0.422
2022-09-01,0.418,0.419,0.421
2022-09-02,0.414,0.415,0.418
2022-09-03,0.429,0.927,1.233
2022-09-04,1.032,1.329,1.879
2022-09-05,0.749,1.073,1.414
2022-09-06,0.683,0.714,0.771
2022-09-07,0.607,0.614,0.632
2022-09-08,0.000,0.573,0.588
2022-09-09,0.584,0.701,0.741
2022-09-10,0.573,0.594,0.622
2022-09-11,0.535,0.541,0.546
2022-09-12,0.767,0.920,1.161
2022-09-13,0.635,0.655,0.680
2022-09-14,0.551,0.560,0.574
2022-09-15,0.520,0.529,0.538
2022-09-16,0.497,0.503,0.509
2022-09-17,0.483,0.486,0.489
2022-09-18,0.477,0.477,0.478
2022-09-19,0.479,0.480,0.481
2022-09-20,0.468,0.473,0.477
2022-09-21,0.462,0.463,0.466
2022-09-22,0.458,0.535,0.581
2022-09-23,0.535,0.546,0.556
2022-09-24,0.508,0.518,0.531
2022-09-25,0.485,0.488,0.495
2022-09-26,0.650,0.712,0.759
2022-09-27,0.565,0.588,0.611
2022-09-28,0.319,0.513,0.539
2022-09-29,0.300,0.304,0.310
2022-09-30,0.287,0.639,1.610
2022-10-01,1.036,1.126,1.246
2022-10-02,0.567,0.620,0.687
2022-10-03,0.414,0.434,0.459
2022-10-04,0.422,1.077,1.769
2022-10-05,0.761,1.128,1.571
2022-10-06,0.727,0.815,1.110
2022-10-07,0.830,0.899,0.957
2022-10-08,0.600,0.657,0.726
2022-10-09,0.457,0.475,0.533
2022-10-10,0.608,0.789,1.169
2022-10-11,0.476,0.493,0.512
2022-10-12,0.419,0.490,0.672
2022-10-13,0.493,0.523,0.561
2022-10-14,0.449,0.545,0.630
2022-10-15,0.520,0.530,0.552
2022-10-16,0.556,0.630,0.707
2022-10-17,0.519,0.724,0.832
2022-10-18,0.535,0.622,0.731
2022-10-19,0.424,0.446,0.475
2022-10-20,0.442,0.480,0.543
2022-10-21,0.502,0.526,0.534
2022-10-22,0.675,0.837,1.143
2022-10-23,0.691,0.947,1.411
2022-10-24,0.618,0.787,1.052
2022-10-25,0.501,0.535,0.568
2022-10-26,0.485,1.180,1.510
2022-10-27,0.529,0.561,0.631
2022-10-28,0.500,0.758,1.333
2022-10-29,0.620,0.668,0.720
2022-10-30,0.671,0.717,0.779
2022-10-31,0.447,0.471,0.502
2022-11-01,0.509,0.556,0.593
2022-11-02,0.000,0.548,0.974
2022-11-03,0.565,0.661,0.796
2022-11-04,0.452,0.469,0.500
2022-11-05,0.432,0.460,0.537
2022-11-06,0.000,0.399,0.499
2022-11-07,0.441,0.587,0.799
2022-11-08,0.628,0.713,0.802
2022-11-09,0.484,0.524,0.576
2022-11-10,0.467,0.492,0.507
2022-11-11,0.000,0.265,0.434
2022-11-12,0.404,0.424,0.470
2022-11-13,0.405,0.423,0.445
2022-11-14,0.376,0.445,0.815
2022-11-15,0.603,1.263,2.151
2022-11-16,0.585,0.642,0.744
2022-11-17,0.470,0.490,0.524
2022-11-18,0.473,0.480,0.484
2022-11-19,0.491,0.531,0.557
2022-11-20,0.567,0.603,0.640
2022-11-21,0.465,0.499,0.542
2022-11-22,0.400,0.414,0.433
2022-11-23,0.386,0.545,1.155
2022-11-24,0.524,0.582,0.896
2022-11-25,0.568,0.675,0.788
2022-11-26,0.472,0.494,0.555
2022-11-27,0.585,0.760,0.946
2022-11-28,0.438,0.466,0.501
2022-11-29,0.390,0.401,0.413
2022-11-30,0.365,0.373,0.380
2022-12-01,0.367,0.404,0.426
2022-12-02,0.381,0.392,0.406
2022-12-03,0.367,0.372,0.374
2022-12-04,0.342,0.349,0.357
2022-12-05,0.327,0.331,0.336
2022-12-06,0.313,0.317,0.320
2022-12-07,0.302,0.305,0.308
2022-12-08,0.296,0.298,0.300
2022-12-09,0.287,0.289,0.291
2022-12-10,0.274,0.284,0.287
2022-12-11,0.280,0.281,0.282
2022-12-12,0.264,0.270,0.275
2022-12-13,0.259,0.268,0.272
2022-12-14,0.249,0.257,0.267
2022-12-15,0.454,0.455,0.459
2022-12-16,0.455,0.462,0.482
2022-12-17,0.568,0.584,0.589
2022-12-18,0.546,0.553,0.569
2022-12-19,0.621,0.988,1.154
2022-12-20,0.711,0.798,0.925
2022-12-21,0.599,0.619,0.647
2022-12-22,0.657,0.721,0.785
2022-12-23,0.441,0.605,0.702
2022-12-24,0.548,0.607,0.646
2022-12-25,0.481,0.486,0.493
2022-12-26,0.624,0.677,0.776
2022-12-27,0.578,0.729,1.142
2022-12-28,0.609,0.672,0.756
2022-12-29,0.753,0.881,0.989
2022-12-30,0.758,1.620,2.283
2022-12-31,0.555,0.626,0.731
2023-01-01,0.470,0.495,0.524
2023-01-02,0.410,0.423,0.440
2023-01-03,0.390,0.477,0.645
2023-01-04,0.759,0.904,1.003
2023-01-05,0.629,0.723,0.895
2023-01-06,0.610,0.636,0.707
2023-01-07,0.645,1.024,1.305
2023-01-08,0.521,0.573,0.647
2023-01-09,0.706,0.743,0.814
2023-01-10,0.661,0.980,1.719
2023-01-11,0.677,0.870,1.209
2023-01-12,0.600,0.636,0.708
2023-01-13,0.639,0.781,0.958
2023-01-14,0.658,1.146,1.400
2023-01-15,0.690,0.908,1.120
2023-01-16,0.520,0.555,0.590
2023-01-17,0.440,0.457,0.480
